id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
28641018,214923987,Nadira,Queens,Ditmars Steinway,Private room,55,4,19,89
28641288,63953718,Chai,Queens,Elmhurst,Private room,69,2,3,0
28642074,216136826,Shawn,Bronx,Wakefield,Private room,47,2,13,347
28642335,12672019,Elizabeth,Manhattan,Washington Heights,Private room,65,5,23,255
28642660,2871975,Padraig,Brooklyn,Williamsburg,Private room,65,5,3,31
28642786,9698896,Sanyam,Manhattan,Midtown,Entire home/apt,108,2,6,0
28643600,17486626,Alessandro,Brooklyn,Williamsburg,Private room,70,2,14,3
28644822,162974717,Samantha,Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,15,0
28652436,15105613,Elizabeth,Manhattan,Upper East Side,Private room,70,30,1,236
28654606,191849342,Joseph,Brooklyn,Crown Heights,Entire home/apt,500,4,9,247
28655675,20990306,Elizabeth,Brooklyn,Williamsburg,Private room,95,2,32,1
28656163,213816392,DuChess,Queens,Queens Village,Private room,41,1,24,351
28658564,196211856,Tarun,Manhattan,Upper West Side,Entire home/apt,145,5,4,0
28658731,216235179,Nina,Brooklyn,Bushwick,Private room,55,30,1,342
28659172,23871497,Jay,Queens,Jackson Heights,Entire home/apt,95,3,12,31
28659894,216235179,Nina,Brooklyn,Bushwick,Private room,55,30,4,358
28660257,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,1,184
28660377,216235179,Nina,Brooklyn,Bushwick,Private room,55,30,1,339
28661274,205234874,Petera,Brooklyn,Bedford-Stuyvesant,Private room,60,2,19,251
28661542,216235179,Nina,Brooklyn,Bushwick,Private room,55,35,2,365
28661704,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,2,319
28662351,51413809,Erik,Manhattan,East Harlem,Private room,59,1,29,247
28663593,216091157,Sofia,Brooklyn,Greenpoint,Entire home/apt,200,5,5,0
28666327,216287451,Marcela,Brooklyn,Bushwick,Private room,85,1,1,177
28666578,190921808,John,Manhattan,Hell's Kitchen,Private room,120,7,4,365
28667225,115545139,Sixta,Brooklyn,East New York,Private room,39,2,54,60
28667823,4440548,Thomas,Brooklyn,Williamsburg,Private room,65,3,6,88
28667969,216299753,Omoti,Brooklyn,Canarsie,Private room,80,2,11,5
28668546,216304678,Bryan,Brooklyn,East Flatbush,Private room,46,3,13,341
28668879,330123,Nicole And Adrian,Brooklyn,Flatbush,Entire home/apt,80,5,3,0
28669168,214037223,Monze,Manhattan,Kips Bay,Private room,135,2,35,267
28670432,115993835,Shimin,Brooklyn,Sunset Park,Private room,26,1,13,141
28671481,26769462,Brenda,Manhattan,Midtown,Entire home/apt,170,5,28,0
28671992,205132904,Farah,Staten Island,Tompkinsville,Private room,55,2,48,302
28672201,96076215,Mike,Brooklyn,Bushwick,Entire home/apt,105,1,58,0
28680502,169396379,Mehdi,Brooklyn,Flatbush,Private room,95,1,12,179
28680576,216375039,Tosin/Rashon,Manhattan,East Harlem,Private room,95,1,43,0
28680995,208610094,Eufemia,Brooklyn,Flatlands,Private room,40,1,38,365
28681181,8859112,Navin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,27,255
28682647,216392786,Kaz,Brooklyn,Bushwick,Private room,60,2,21,57
28687609,11160056,Selena,Manhattan,Two Bridges,Entire home/apt,135,2,4,0
28689388,9808087,Emil,Queens,Ditmars Steinway,Entire home/apt,95,3,13,0
28689514,216437098,Trevor,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,9,41
28690074,214135354,Min,Manhattan,Upper East Side,Private room,90,1,75,283
28690364,120767920,Jimmy &Cindy,Queens,Flushing,Private room,53,2,24,359
28690371,75030544,Sunny,Brooklyn,Bedford-Stuyvesant,Private room,85,12,4,365
28692213,195262476,Eleonora,Queens,Ditmars Steinway,Entire home/apt,100,1,9,2
28692232,216456504,Annick,Bronx,Wakefield,Private room,65,1,52,363
28692626,23370431,Melissa,Queens,Hollis,Private room,55,2,16,178
28692911,12166742,Yizak,Brooklyn,Flatlands,Entire home/apt,85,1,21,82
28693418,64673584,Jacob,Manhattan,Upper West Side,Entire home/apt,200,7,5,1
28694075,4654272,Cooper,Brooklyn,Greenpoint,Entire home/apt,225,2,37,229
28695405,215535399,Smith,Queens,Long Island City,Private room,95,3,1,24
28696741,48483287,Bronica,Manhattan,East Harlem,Entire home/apt,175,1,7,0
28697632,216492330,Michael,Manhattan,Washington Heights,Entire home/apt,189,3,8,358
28697997,26377263,Stat,Brooklyn,East Flatbush,Private room,53,30,1,304
28699887,44338944,Ethan,Brooklyn,Sunset Park,Entire home/apt,80,14,2,184
28701957,216519008,Sam,Manhattan,Hell's Kitchen,Private room,97,3,8,10
28703204,216519008,Sam,Manhattan,West Village,Private room,79,3,2,0
28709382,22992959,Eric,Brooklyn,Bushwick,Private room,80,2,3,0
28711718,57430885,Diana,Manhattan,Harlem,Private room,39,10,1,0
28711792,865148,Eliza,Manhattan,East Village,Private room,85,2,26,165
28713390,216586341,Joe,Brooklyn,Crown Heights,Entire home/apt,50,3,3,0
28713500,173685298,Janet,Manhattan,Midtown,Private room,330,1,4,176
28715201,137358866,Kazuya,Queens,Elmhurst,Private room,37,30,1,252
28715332,122323589,Roberto,Manhattan,Tribeca,Entire home/apt,799,3,6,325
28715589,38579823,Diane,Manhattan,Chelsea,Entire home/apt,150,1,12,0
28715862,202950759,Christiana,Brooklyn,Crown Heights,Entire home/apt,195,2,37,199
28716187,216611306,Eme,Queens,Briarwood,Private room,50,1,13,0
28717231,16064187,Michael And Lindsey,Brooklyn,Crown Heights,Private room,100,2,18,61
28718446,9155419,Frans,Manhattan,East Village,Private room,140,2,5,149
28718812,214610799,Antonio,Manhattan,East Harlem,Entire home/apt,275,2,2,7
28719635,96978924,Ree,Brooklyn,East Flatbush,Entire home/apt,85,1,5,124
28720687,213208277,Darry,Brooklyn,Borough Park,Shared room,31,5,7,365
28721018,174261493,Sophie & Max,Brooklyn,Sheepshead Bay,Private room,99,2,10,0
28721911,156505456,John,Brooklyn,East New York,Private room,117,3,4,85
28722807,3017533,Briana,Brooklyn,Sunset Park,Entire home/apt,160,2,51,15
28722897,209386156,Abraham,Manhattan,East Harlem,Shared room,65,2,33,10
28730167,25326,Gregory,Brooklyn,Windsor Terrace,Entire home/apt,105,1,15,269
28730408,171433016,Vikki,Brooklyn,Clinton Hill,Entire home/apt,225,2,29,36
28730581,188212054,Joanna,Brooklyn,Bay Ridge,Entire home/apt,245,3,18,255
28731208,2260289,Matt & Quin,Brooklyn,Flatbush,Entire home/apt,185,5,2,33
28732998,3612407,Mag,Manhattan,Tribeca,Entire home/apt,295,3,3,17
28734234,188023318,Selina,Brooklyn,Greenpoint,Entire home/apt,480,1,8,63
28734328,216738447,Emily,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,2,3,88
28734438,545355,Kevin,Manhattan,Chelsea,Entire home/apt,225,3,2,0
28734774,6520550,Ina,Brooklyn,Bedford-Stuyvesant,Private room,59,2,8,45
28736269,1104166,Mala,Brooklyn,Williamsburg,Private room,60,2,23,60
28736839,3251620,S,Manhattan,Harlem,Entire home/apt,300,1,1,0
28736904,4443863,Lica,Manhattan,Hell's Kitchen,Entire home/apt,325,1,59,180
28737665,216764638,Bo,Manhattan,East Harlem,Private room,100,3,22,23
28737860,333712,Rose,Manhattan,SoHo,Entire home/apt,355,4,5,31
28738642,216772639,Ling,Brooklyn,Borough Park,Private room,60,1,7,179
28739729,209386156,Abraham,Manhattan,East Harlem,Shared room,65,2,27,11
28739873,195887266,Antonia,Queens,Arverne,Entire home/apt,100,1,12,65
28740981,2225836,Jennifer,Manhattan,Harlem,Entire home/apt,99,2,12,6
28741369,216772639,Ling,Brooklyn,Borough Park,Private room,65,1,16,180
28741548,216772639,Ling,Brooklyn,Borough Park,Private room,58,1,12,364
28743080,69494967,Gem,Manhattan,Midtown,Shared room,75,1,18,52
28751375,211353692,Josie,Brooklyn,Sunset Park,Private room,50,2,8,0
28751496,36391065,Vance,Queens,Astoria,Entire home/apt,50,2,4,20
28751660,84720132,Nidhi,Manhattan,Hell's Kitchen,Entire home/apt,300,4,4,5
28751912,211353692,Josie,Brooklyn,Sunset Park,Private room,80,2,1,65
28752251,9165739,Jesse,Manhattan,Chelsea,Private room,91,1,10,0
28754650,216891728,Sonia,Manhattan,Chelsea,Entire home/apt,140,32,29,2
28755241,37708037,Daniela,Manhattan,Financial District,Entire home/apt,199,3,5,37
28756175,27186438,Kaylee,Brooklyn,East Flatbush,Private room,43,6,2,311
28757780,216917414,Ramon,Manhattan,Washington Heights,Private room,60,2,12,0
28757927,64898741,Pete,Queens,Long Island City,Private room,200,2,6,90
28758083,123145309,Akshay,Manhattan,Morningside Heights,Private room,50,1,2,0
28759034,196536266,Saki,Manhattan,East Harlem,Entire home/apt,75,7,3,161
28759953,38042569,Michael,Manhattan,SoHo,Entire home/apt,150,7,1,0
28760070,7365834,Alex,Brooklyn,Sheepshead Bay,Entire home/apt,99,30,1,365
28760189,3094662,Fernanda,Brooklyn,Fort Hamilton,Private room,90,3,12,63
28761069,92185816,Fiona,Manhattan,Harlem,Private room,62,10,4,345
28762085,202976102,Jayceon,Bronx,Concourse Village,Private room,35,1,15,70
28762323,2300366,Yosub,Brooklyn,Williamsburg,Entire home/apt,105,2,1,3
28763093,27815282,Milan,Manhattan,Theater District,Entire home/apt,175,3,5,83
28764308,69720852,Yana,Manhattan,SoHo,Private room,100,5,7,16
28770601,40892524,Bea,Brooklyn,Crown Heights,Entire home/apt,76,1,25,287
28773549,97417890,Angela,Manhattan,Midtown,Entire home/apt,299,1,32,264
28775021,3180546,Monica,Brooklyn,Bushwick,Entire home/apt,150,3,3,0
28775714,9599815,Patricia Rose,Queens,Long Island City,Entire home/apt,80,4,11,24
28777968,47180541,Natassha,Brooklyn,Crown Heights,Private room,80,1,25,11
28778214,148152874,Andrew,Manhattan,East Harlem,Entire home/apt,59,4,9,0
28778379,32631901,Papis,Brooklyn,Williamsburg,Entire home/apt,250,2,7,2
28778501,13642781,Carlos A.,Brooklyn,Williamsburg,Private room,100,1,1,0
28779020,866089,Launa,Manhattan,Little Italy,Private room,115,5,3,67
28779353,128300825,Anton,Brooklyn,Bedford-Stuyvesant,Private room,70,2,53,32
28779428,211549023,Studioplus,Manhattan,Midtown,Entire home/apt,500,2,14,272
28779900,216304678,Bryan,Brooklyn,East Flatbush,Private room,46,3,10,311
28780407,1976287,Patrick,Brooklyn,Fort Greene,Entire home/apt,145,3,5,0
28780515,5166260,Jenni & Eric,Brooklyn,East Flatbush,Private room,80,2,51,34
28781373,5188470,Zoe,Brooklyn,Flatbush,Entire home/apt,65,4,11,19
28782669,216411482,Adriana,Queens,East Elmhurst,Private room,40,2,21,30
28784880,65671256,Freddy,Queens,Jackson Heights,Entire home/apt,72,1,70,98
28785091,216304678,Bryan,Brooklyn,East Flatbush,Private room,100,3,1,305
28785322,140983856,Nini,Manhattan,Financial District,Entire home/apt,185,15,11,331
28785361,214347105,Roman,Manhattan,Midtown,Entire home/apt,370,3,9,316
28786315,216304678,Bryan,Brooklyn,East Flatbush,Private room,60,3,11,347
28786900,216304678,Bryan,Brooklyn,East Flatbush,Private room,70,3,2,267
28787365,144204336,Jason,Brooklyn,Bedford-Stuyvesant,Private room,53,2,18,333
28787471,10838658,Karina,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,7,7
28787488,144204336,Jason,Brooklyn,Bedford-Stuyvesant,Private room,53,2,24,337
28790081,17814794,Hanna,Manhattan,East Village,Entire home/apt,59,2,17,79
28790940,217154594,Ryan,Manhattan,East Village,Private room,79,5,8,51
28794872,114022893,Christine,Brooklyn,Sunset Park,Entire home/apt,150,4,22,123
28799008,116538157,Kate,Brooklyn,Crown Heights,Entire home/apt,200,2,22,20
28801345,1015883,Katie,Manhattan,West Village,Private room,125,1,7,156
28801976,1171704,Vanessa,Brooklyn,Williamsburg,Entire home/apt,200,2,16,136
28802019,217221109,Rich,Manhattan,Harlem,Entire home/apt,200,1,40,274
28803718,62776991,Cem,Brooklyn,Sunset Park,Private room,60,5,3,0
28805245,217251565,Just,Manhattan,East Village,Private room,125,1,25,68
28805290,217251106,Janine,Brooklyn,Williamsburg,Private room,70,4,1,156
28807852,217268929,Bella,Manhattan,SoHo,Private room,100,3,3,363
28807969,204622039,Raymond,Manhattan,East Village,Entire home/apt,359,2,19,252
28810799,217290804,Robert,Bronx,Morris Park,Shared room,40,1,2,88
28811363,42561290,Carla,Brooklyn,East New York,Private room,30,2,3,158
28812604,4915341,Son,Manhattan,Greenwich Village,Private room,120,30,3,119
28812837,21376165,Ellis,Brooklyn,Flatbush,Entire home/apt,95,6,1,0
28813184,18602194,Carolyn,Manhattan,East Village,Entire home/apt,125,3,2,45
28815052,217321404,Sophia,Manhattan,West Village,Entire home/apt,225,3,15,6
28815149,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,Private room,57,1,13,16
28816767,217332035,Rose,Brooklyn,Sheepshead Bay,Private room,37,1,1,364
28816970,76610380,Ana,Manhattan,East Village,Entire home/apt,150,3,12,0
28817246,205268444,Jordan,Brooklyn,Bedford-Stuyvesant,Private room,36,2,1,0
28817364,107516522,Jaime,Queens,Woodside,Entire home/apt,115,2,34,81
28820641,130562125,Emma,Manhattan,SoHo,Entire home/apt,350,2,32,284
28826608,217379941,Brent,Queens,Springfield Gardens,Entire home/apt,75,1,132,28
28831635,46641887,Zachary,Manhattan,Upper East Side,Private room,149,10,2,40
28832811,15148834,Rafic,Manhattan,Chelsea,Private room,90,3,4,0
28833210,115993835,Shimin,Brooklyn,Sunset Park,Private room,29,1,12,66
28833297,131976173,Mira,Brooklyn,Bedford-Stuyvesant,Private room,200,1,73,65
28833410,40394752,Vanya,Manhattan,SoHo,Entire home/apt,275,5,6,9
28834703,217432173,Dan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,48,267
28835678,94395484,Rosemarie,Manhattan,Morningside Heights,Entire home/apt,140,2,6,0
28836267,50855262,Fone,Queens,Elmhurst,Private room,45,7,4,21
28836976,174197082,Deborah,Queens,Rosedale,Entire home/apt,80,1,9,116
28837152,153269305,Kaitlyn,Manhattan,Harlem,Private room,110,30,3,90
28838614,73638523,Stephany,Queens,Queens Village,Entire home/apt,68,2,33,282
28838673,290055,Julian,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,3,43,123
28838780,65826607,Dylan,Brooklyn,Downtown Brooklyn,Entire home/apt,90,2,2,0
28838875,1228328,Hedda,Brooklyn,Downtown Brooklyn,Entire home/apt,250,2,8,29
28839265,10321540,Steven,Queens,Bayswater,Private room,60,1,9,84
28840001,217468746,Timothy,Staten Island,Stapleton,Entire home/apt,89,1,23,0
28840175,217111553,Jason,Manhattan,Chelsea,Entire home/apt,288,3,44,48
28841259,21058022,Pablo,Brooklyn,Williamsburg,Private room,70,3,4,3
28841361,217484828,Benjamin,Bronx,East Morrisania,Entire home/apt,60,1,22,279
28842166,93560404,Ada,Manhattan,Financial District,Private room,100,1,31,195
28843143,216917414,Ramon,Manhattan,Washington Heights,Private room,60,2,16,0
28843808,23542079,Teres,Brooklyn,East Flatbush,Entire home/apt,99,5,1,0
28844940,183127881,Giana,Brooklyn,Canarsie,Private room,59,2,35,176
28845130,72513663,Teddy,Queens,Sunnyside,Private room,119,1,27,27
28846489,40529301,Tommy,Brooklyn,Fort Greene,Private room,89,1,24,72
28850624,47485031,Ben,Brooklyn,South Slope,Private room,60,2,1,36
28852284,27108723,Aly,Manhattan,Washington Heights,Entire home/apt,66,1,12,5
28856920,4722955,Kelly,Manhattan,Financial District,Entire home/apt,175,30,1,54
28857304,140173,Tucker,Brooklyn,Greenpoint,Entire home/apt,150,3,7,0
28859453,93705483,Andrea,Manhattan,West Village,Entire home/apt,310,2,4,8
28859648,217591735,Alison,Brooklyn,Williamsburg,Private room,70,2,4,0
28859846,8857758,Cleonides,Queens,Maspeth,Entire home/apt,109,5,1,160
28860221,217595343,Jack,Manhattan,East Harlem,Shared room,65,1,2,64
28861629,138957777,Azarii,Manhattan,East Harlem,Private room,83,2,25,161
28862464,75972444,Danielle,Manhattan,Harlem,Private room,200,1,2,32
28862531,90294445,Brendan,Brooklyn,Williamsburg,Private room,90,4,26,0
28864263,214347105,Roman,Manhattan,Midtown,Entire home/apt,380,3,10,225
28864751,40394752,Vanya,Manhattan,SoHo,Private room,175,5,1,0
28866426,217621677,Joseph,Queens,Jamaica,Entire home/apt,46,1,18,135
28867268,26880156,Patrick,Brooklyn,Bushwick,Private room,50,2,3,32
28867312,217642569,Jci,Brooklyn,Bedford-Stuyvesant,Private room,200,2,5,64
28867326,65827591,Nubia,Queens,Maspeth,Private room,31,2,6,259
28867389,53357457,Benjamin,Brooklyn,Prospect-Lefferts Gardens,Private room,59,3,6,0
28867577,216734225,Erica,Manhattan,Harlem,Entire home/apt,180,5,27,88
28869774,19874189,Ali,Brooklyn,Williamsburg,Entire home/apt,160,4,6,10
28871214,75285802,Lauren,Manhattan,East Harlem,Private room,72,5,21,165
28871823,10320429,Julie,Brooklyn,Bedford-Stuyvesant,Private room,72,2,37,18
28872273,202757964,Mayan,Brooklyn,Williamsburg,Entire home/apt,210,30,2,335
28872377,32164030,Ikkyukim,Bronx,Hunts Point,Private room,40,30,3,321
28887506,184090548,Emanuel & Orion,Brooklyn,Williamsburg,Private room,105,2,13,335
28888037,139879568,Alberto,Queens,Long Island City,Private room,95,1,18,347
28888147,43825799,Anthony,Manhattan,Midtown,Entire home/apt,235,2,37,135
28889141,181356989,Kseniya,Brooklyn,Brighton Beach,Private room,69,2,8,4
28890190,217784241,Analia,Brooklyn,Williamsburg,Private room,70,1,67,5
28890259,55335435,Tatiana,Manhattan,Harlem,Entire home/apt,75,5,2,0
28890542,181810800,David,Manhattan,East Village,Private room,139,2,11,0
28890908,192270861,Zach,Manhattan,Harlem,Private room,75,5,1,0
28891043,19303369,Hiroki,Queens,Jackson Heights,Private room,41,29,1,1
28891434,217793924,NY Blue House,Brooklyn,Crown Heights,Entire home/apt,120,3,33,73
28891558,19303369,Hiroki,Queens,Woodside,Private room,55,30,2,1
28892753,196058543,美德,Queens,Forest Hills,Private room,88,2,37,210
28892979,196058543,美德,Queens,Forest Hills,Private room,78,2,28,205
28893129,196058543,美德,Queens,Forest Hills,Private room,58,2,35,235
28893365,23354644,Nancy,Manhattan,East Village,Private room,85,2,21,41
28894636,190921808,John,Manhattan,Hell's Kitchen,Private room,150,7,9,358
28895817,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,Private room,67,30,31,333
28896148,217621677,Joseph,Queens,Jamaica,Shared room,51,1,17,141
28896237,96379938,Alexander,Brooklyn,East Flatbush,Private room,99,4,13,48
28896728,51025844,Kdn,Manhattan,Inwood,Private room,99,1,3,365
28897533,204704622,Momoyo,Queens,Elmhurst,Private room,32,29,1,35
28897932,217621677,Joseph,Queens,St. Albans,Private room,35,1,30,143
28901045,2065453,Ora & Scout,Brooklyn,Crown Heights,Private room,75,2,6,12
28901091,171212377,Lali,Brooklyn,Fort Greene,Entire home/apt,175,3,38,122
28908658,204704622,Momoyo,Queens,Elmhurst,Private room,29,29,1,6
28908909,217909276,Julie,Brooklyn,Fort Greene,Entire home/apt,150,8,4,0
28909110,10218689,Bere,Brooklyn,Crown Heights,Entire home/apt,90,4,26,0
28909276,205131610,Steven,Brooklyn,Canarsie,Private room,55,1,9,365
28909477,50756378,Nina,Staten Island,Clifton,Shared room,150,2,2,312
28910248,217844544,Mia,Brooklyn,Bushwick,Private room,90,2,54,118
28910899,153154549,Sarah,Manhattan,Nolita,Private room,140,3,2,0
28910978,52044518,Veronica,Queens,East Elmhurst,Private room,65,1,58,47
28911697,70230403,Sonya,Brooklyn,Bushwick,Private room,57,1,1,0
28911775,217621677,Joseph,Queens,St. Albans,Private room,50,1,16,137
28911830,191085997,Christopher,Bronx,Pelham Bay,Entire home/apt,299,2,1,1
28911848,191085997,Christopher,Bronx,Pelham Bay,Entire home/apt,125,2,7,301
28911924,40245658,Alexa,Manhattan,Hell's Kitchen,Private room,85,2,34,103
28912358,41062475,Viktoria,Manhattan,Upper East Side,Private room,80,4,11,156
28912768,10448306,Kelly,Brooklyn,Williamsburg,Entire home/apt,180,2,4,0
28912811,27922078,Timothy,Brooklyn,Crown Heights,Entire home/apt,65,3,7,0
28913324,96986507,Jason,Manhattan,Harlem,Entire home/apt,270,2,12,365
28913606,49128620,Joy,Manhattan,Midtown,Private room,175,2,2,1
28913683,40681070,Monika,Manhattan,Midtown,Entire home/apt,359,5,9,23
28913824,1158429,Anastasia,Brooklyn,Windsor Terrace,Entire home/apt,100,29,2,59
28914077,217948247,Jodi,Manhattan,Upper East Side,Entire home/apt,275,2,8,0
28915824,217836856,Moying,Manhattan,Chinatown,Private room,185,1,36,233
28915827,217965968,Carol,Manhattan,Financial District,Private room,119,1,27,5
28916312,99956350,Aubeen,Bronx,Fordham,Private room,90,1,2,362
28916375,67552519,Patrick,Manhattan,Little Italy,Entire home/apt,160,2,44,275
28916850,4765119,Jasmine,Brooklyn,Bushwick,Entire home/apt,149,20,4,165
28916864,35927005,Kathy,Brooklyn,Borough Park,Private room,57,1,1,365
28917395,217332035,Rose,Brooklyn,Sheepshead Bay,Private room,39,1,1,360
28917505,35927005,Kathy,Brooklyn,Borough Park,Private room,50,1,2,365
28917781,35927005,Kathy,Brooklyn,Borough Park,Private room,55,1,1,298
28918211,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,Shared room,30,2,5,365
28918624,35927005,Kathy,Brooklyn,Borough Park,Private room,45,2,3,365
28918915,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,Shared room,30,2,5,352
28919308,145331404,Allan,Manhattan,Chelsea,Entire home/apt,195,5,21,17
28919420,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,Private room,40,2,2,364
28919421,216772639,Ling,Brooklyn,Borough Park,Private room,60,1,9,180
28919516,216772639,Ling,Brooklyn,Borough Park,Private room,60,1,9,177
28919815,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,Private room,35,2,1,364
28920811,218001383,James,Queens,Long Island City,Entire home/apt,120,2,36,48
28927140,43392243,Rita,Staten Island,Concord,Private room,35,1,2,360
28927290,43392243,Rita,Staten Island,Concord,Private room,35,1,45,177
28931117,13027278,Jinna,Manhattan,Hell's Kitchen,Entire home/apt,151,7,3,0
28931731,60246968,Sophia,Manhattan,East Village,Entire home/apt,478,1,6,5
28932158,56550302,Eli,Manhattan,Chinatown,Private room,110,3,2,66
28933107,1810885,Alex,Manhattan,East Village,Private room,85,4,7,54
28933205,218090309,Katrin,Manhattan,Upper East Side,Private room,250,3,22,0
28933403,1429693,Madeline,Brooklyn,Bushwick,Private room,200,2,10,79
28933616,526744,Tessa,Manhattan,Chinatown,Entire home/apt,250,2,3,0
28934396,6531164,Steven,Brooklyn,Downtown Brooklyn,Entire home/apt,285,1,1,6
28935658,218080780,Neyir,Manhattan,Upper East Side,Private room,200,1,20,313
28935673,720510,Erin,Brooklyn,Bushwick,Entire home/apt,100,2,16,55
28936557,37957096,Gòn,Manhattan,Harlem,Entire home/apt,80,10,17,95
28936795,200239515,Shogo,Queens,Woodside,Private room,35,30,2,0
28937536,70636634,Allia,Brooklyn,Sunset Park,Entire home/apt,220,15,1,0
28937584,43027007,Robbie,Manhattan,East Harlem,Private room,57,1,26,344
28938342,217844544,Mia,Brooklyn,Bushwick,Private room,70,3,45,146
28938631,211391055,Vanessa,Manhattan,Chelsea,Entire home/apt,299,2,35,277
28939377,218140824,Jason,Manhattan,Harlem,Entire home/apt,145,60,1,227
28940025,2780938,Molly,Bronx,City Island,Entire home/apt,84,2,31,166
28940279,40742174,Jessica,Brooklyn,Williamsburg,Private room,70,5,1,0
28940496,130972997,Wilson,Brooklyn,Crown Heights,Private room,55,4,1,311
28940723,146339341,Dylan,Brooklyn,Williamsburg,Private room,99,1,3,0
28940952,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,Private room,48,2,47,10
28941614,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,Private room,45,2,43,25
28941710,149292557,Kimberly,Queens,Jackson Heights,Entire home/apt,69,2,52,137
28941808,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,Private room,50,2,42,17
28942802,118442680,Betty,Brooklyn,Dyker Heights,Private room,150,7,5,149
28943748,130971031,J-,Brooklyn,Bushwick,Private room,73,3,1,0
28950019,43044876,Haruhisa,Queens,Elmhurst,Private room,40,29,2,32
28952183,19899115,Libby,Brooklyn,Crown Heights,Private room,50,2,6,0
28953757,195251910,Ahmad,Queens,Long Island City,Private room,100,1,2,1
28954021,57403189,Joslin,Brooklyn,Crown Heights,Entire home/apt,100,2,13,20
28954146,218219395,Gigi,Brooklyn,Bushwick,Entire home/apt,160,2,20,364
28954400,1633246,Natasha,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,1,129
28956510,23397935,John,Manhattan,SoHo,Private room,249,5,3,5
28958147,51947144,Jason,Manhattan,Lower East Side,Entire home/apt,150,3,8,0
28958325,9187405,Sebastian,Manhattan,Midtown,Private room,150,2,5,0
28958489,93315723,Анита,Brooklyn,Brighton Beach,Private room,50,2,27,71
28958526,176231758,Brett,Manhattan,Little Italy,Entire home/apt,240,2,26,267
28959608,5085951,Liz,Brooklyn,Park Slope,Private room,100,2,22,292
28959784,213781715,Anting,Queens,Long Island City,Private room,119,1,2,365
28959854,16851857,Paul,Bronx,Wakefield,Entire home/apt,75,7,3,242
28960086,218289083,Faysal,Queens,Ozone Park,Entire home/apt,90,7,2,90
28960088,218282660,Maksum,Manhattan,Nolita,Entire home/apt,399,5,29,76
28960455,218292717,Tania And Jimmy,Queens,Astoria,Entire home/apt,149,2,35,362
28960497,70800114,Olivia,Queens,Ditmars Steinway,Private room,64,1,10,0
28961050,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,Private room,68,30,17,242
28961085,51385941,Laura,Manhattan,Midtown,Entire home/apt,250,3,21,80
28961203,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,Private room,63,30,16,365
28961444,79913651,Darryl,Manhattan,East Harlem,Private room,56,1,20,129
28961690,218300937,Thomas,Brooklyn,Clinton Hill,Entire home/apt,200,5,3,89
28961919,218301609,Merle,Queens,Hollis,Private room,65,5,8,170
28962959,89742769,Chels,Manhattan,Lower East Side,Entire home/apt,300,1,54,48
28963068,218311373,Yizhak,Bronx,Port Morris,Entire home/apt,100,1,25,39
28963840,22301628,Jayleen,Brooklyn,East New York,Entire home/apt,120,2,15,0
28963934,47595754,Voisin,Manhattan,Washington Heights,Private room,70,7,11,356
28964081,216586866,Joseph,Manhattan,Chelsea,Entire home/apt,137,4,1,0
28964166,218319766,Ron And Irit,Brooklyn,Williamsburg,Entire home/apt,275,2,45,249
28964397,216586866,Joseph,Manhattan,Chelsea,Private room,65,3,12,30
28965064,1093167,Paul,Brooklyn,Crown Heights,Entire home/apt,150,1,3,95
28965609,96479013,Kian,Brooklyn,Bedford-Stuyvesant,Private room,82,6,8,48
28966707,142059543,Luna,Brooklyn,Williamsburg,Private room,80,3,6,6
28967484,34125495,Billy,Brooklyn,Bushwick,Private room,39,1,5,158
28971081,5144567,Yun,Manhattan,Civic Center,Private room,169,7,4,351
28971865,217642569,Jci,Brooklyn,Bedford-Stuyvesant,Private room,150,2,6,33
28972637,2802223,Raluca,Manhattan,Harlem,Entire home/apt,125,60,2,3
28976135,209298687,Digna,Brooklyn,Bedford-Stuyvesant,Private room,65,30,13,357
28976867,218406956,Jane,Manhattan,Upper East Side,Entire home/apt,160,2,14,170
28977135,113055692,Whitney,Brooklyn,Clinton Hill,Entire home/apt,175,2,5,158
