id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,availability_365,
658366,Manhattan,Gramercy,Entire home/apt,127,3,264,
658515,Manhattan,East Harlem,Private room,110,1,365,
658932,Queens,Ridgewood,Private room,69,1,0,
659880,Brooklyn,Williamsburg,Private room,100,60,365,
659952,Manhattan,Hell's Kitchen,Entire home/apt,99,3,31,
660016,Brooklyn,Williamsburg,Entire home/apt,139,2,19,
660036,Manhattan,Upper West Side,Private room,113,1,2,
661814,Manhattan,Chelsea,Entire home/apt,250,2,0,
663608,Manhattan,Kips Bay,Entire home/apt,295,4,122,
664047,Manhattan,Upper West Side,Entire home/apt,2000,30,364,
665394,Manhattan,Hell's Kitchen,Entire home/apt,220,2,0,
666220,Manhattan,East Village,Private room,75,5,0,
666315,Brooklyn,Williamsburg,Entire home/apt,100,31,223,
666613,Brooklyn,Williamsburg,Entire home/apt,199,4,65,
667375,Manhattan,Chelsea,Entire home/apt,200,3,5,
667549,Brooklyn,Flatbush,Entire home/apt,140,4,365,
668400,Manhattan,Inwood,Private room,50,7,0,
668691,Brooklyn,Bushwick,Private room,45,5,223,
669633,Brooklyn,Gowanus,Entire home/apt,109,31,110,
669831,Manhattan,East Harlem,Private room,108,3,24,
670767,Brooklyn,Bushwick,Private room,42,5,236,
671633,Manhattan,Upper East Side,Entire home/apt,141,2,346,
672724,Brooklyn,Fort Greene,Entire home/apt,355,5,301,
673248,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,249,
673760,Brooklyn,Canarsie,Private room,250,2,0,
674692,Queens,Ridgewood,Private room,75,14,332,
675793,Manhattan,West Village,Private room,88,2,348,
676257,Manhattan,Kips Bay,Private room,65,5,318,
676295,Queens,Jamaica,Private room,58,2,365,
679633,Queens,Ditmars Steinway,Entire home/apt,75,3,0,
679769,Queens,Astoria,Private room,100,2,144,
680104,Manhattan,Lower East Side,Private room,167,5,341,
680225,Queens,Ridgewood,Private room,65,2,0,
680998,Manhattan,Harlem,Entire home/apt,125,21,267,
681518,Manhattan,Upper West Side,Private room,95,2,126,
681805,Staten Island,Mariners Harbor,Private room,54,2,232,
682122,Brooklyn,Flatlands,Entire home/apt,89,2,319,
682155,Manhattan,East Harlem,Private room,92,3,12,
683084,Manhattan,Chelsea,Entire home/apt,199,6,0,
683681,Manhattan,West Village,Entire home/apt,179,14,284,
683743,Queens,Long Island City,Private room,65,20,188,
683821,Manhattan,Harlem,Private room,55,3,13,
684808,Manhattan,Murray Hill,Entire home/apt,129,30,256,
684991,Manhattan,Murray Hill,Entire home/apt,134,30,313,
685435,Brooklyn,East New York,Private room,35,3,2,
686696,Manhattan,Upper East Side,Private room,250,1,148,
688652,Brooklyn,Clinton Hill,Entire home/apt,249,4,362,
689329,Queens,East Elmhurst,Private room,62,1,234,
689900,Manhattan,Upper West Side,Private room,119,1,0,
690349,Brooklyn,South Slope,Entire home/apt,179,2,0,
690516,Brooklyn,Fort Greene,Entire home/apt,220,1,96,
690553,Brooklyn,Williamsburg,Entire home/apt,198,1,233,
690603,Brooklyn,Crown Heights,Entire home/apt,155,3,309,
690675,Brooklyn,Williamsburg,Entire home/apt,199,7,0,
690849,Manhattan,East Village,Entire home/apt,95,3,15,
690934,Brooklyn,Park Slope,Entire home/apt,550,4,258,
690960,Brooklyn,Bushwick,Private room,60,2,210,
692137,Brooklyn,Williamsburg,Entire home/apt,380,4,170,
692567,Brooklyn,Bushwick,Private room,84,2,225,
693597,Manhattan,Upper West Side,Entire home/apt,165,30,128,
695002,Manhattan,East Village,Entire home/apt,105,30,295,
695216,Brooklyn,Fort Greene,Entire home/apt,134,2,0,
695297,Brooklyn,Bedford-Stuyvesant,Private room,68,5,281,
695465,Manhattan,East Village,Entire home/apt,73,30,3,
696593,Brooklyn,Park Slope,Entire home/apt,150,5,27,
697499,Manhattan,Upper West Side,Entire home/apt,100,3,0,
697923,Manhattan,Hell's Kitchen,Private room,75,2,23,
698094,Manhattan,Midtown,Private room,120,4,0,
698132,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,4,1,
698162,Manhattan,Inwood,Entire home/apt,55,2,3,
698298,Manhattan,Nolita,Private room,95,10,51,
698327,Manhattan,Chelsea,Private room,72,14,297,
698514,Manhattan,West Village,Entire home/apt,250,80,78,
698882,Brooklyn,Cobble Hill,Private room,69,2,0,
699348,Brooklyn,Prospect Heights,Private room,78,4,188,
699472,Brooklyn,Williamsburg,Entire home/apt,220,1,341,
700530,Manhattan,SoHo,Entire home/apt,230,2,101,
700916,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,246,
701227,Brooklyn,Fort Greene,Private room,80,2,364,
702213,Brooklyn,Williamsburg,Private room,150,3,365,
702440,Brooklyn,Park Slope,Entire home/apt,150,3,266,
702551,Manhattan,Upper West Side,Entire home/apt,900,1,365,
703745,Manhattan,East Village,Entire home/apt,130,7,0,
703971,Brooklyn,Prospect-Lefferts Gardens,Private room,70,5,365,
704838,Queens,Woodside,Entire home/apt,120,3,281,
705749,Staten Island,Concord,Private room,75,30,354,
705997,Brooklyn,Sunset Park,Entire home/apt,100,15,5,
706347,Brooklyn,Williamsburg,Private room,69,3,284,
707396,Manhattan,East Village,Entire home/apt,399,7,42,
707736,Manhattan,Harlem,Entire home/apt,299,3,348,
708374,Manhattan,Upper West Side,Private room,100,3,90,
708637,Queens,Jackson Heights,Private room,68,28,89,
710243,Manhattan,Lower East Side,Entire home/apt,175,5,263,
710283,Brooklyn,Greenpoint,Entire home/apt,330,3,19,
710284,Manhattan,Chelsea,Entire home/apt,425,5,0,
711635,Manhattan,East Village,Entire home/apt,240,5,344,
712136,Staten Island,Concord,Private room,75,30,362,
712260,Brooklyn,Carroll Gardens,Private room,210,2,309,
713538,Brooklyn,Clinton Hill,Entire home/apt,175,1,323,
713891,Brooklyn,Williamsburg,Private room,85,2,46,
714028,Queens,Woodside,Entire home/apt,120,3,253,
714049,Queens,Woodside,Entire home/apt,120,3,289,
714075,Brooklyn,Bedford-Stuyvesant,Private room,75,5,0,
714939,Manhattan,West Village,Entire home/apt,495,3,22,
715102,Brooklyn,Williamsburg,Private room,65,14,38,
715270,Bronx,Allerton,Private room,39,2,306,
716169,Brooklyn,Fort Greene,Entire home/apt,93,4,0,
718761,Brooklyn,Williamsburg,Private room,146,2,88,
719329,Brooklyn,Crown Heights,Entire home/apt,120,3,15,
719914,Manhattan,Harlem,Private room,79,3,365,
720274,Brooklyn,Crown Heights,Entire home/apt,100,5,0,
720394,Manhattan,Upper West Side,Private room,120,1,0,
721719,Manhattan,Harlem,Entire home/apt,150,5,36,
721762,Manhattan,East Village,Entire home/apt,144,4,198,
722451,Manhattan,Harlem,Entire home/apt,350,1,0,
722464,Brooklyn,Bedford-Stuyvesant,Private room,85,5,189,
723507,Manhattan,Upper West Side,Entire home/apt,195,3,26,
723523,Manhattan,Upper East Side,Entire home/apt,200,2,0,
723560,Manhattan,Lower East Side,Entire home/apt,169,5,249,
723709,Manhattan,Harlem,Private room,95,10,63,
725270,Manhattan,Flatiron District,Entire home/apt,375,2,346,
725509,Brooklyn,Crown Heights,Entire home/apt,168,2,253,
726422,Brooklyn,Crown Heights,Entire home/apt,50,4,220,
726465,Brooklyn,Williamsburg,Private room,129,2,36,
726692,Queens,Astoria,Entire home/apt,245,6,164,
727512,Brooklyn,Greenpoint,Entire home/apt,199,3,47,
727547,Brooklyn,Greenpoint,Entire home/apt,199,3,36,
727835,Brooklyn,Williamsburg,Private room,99,6,89,
727964,Brooklyn,Brooklyn Heights,Entire home/apt,160,1,0,
728409,Brooklyn,Williamsburg,Private room,65,2,0,
728493,Manhattan,Harlem,Private room,70,7,0,
728498,Manhattan,Harlem,Private room,80,1,365,
728764,Manhattan,Hell's Kitchen,Entire home/apt,100,30,365,
729306,Brooklyn,Borough Park,Private room,70,1,364,
729841,Manhattan,West Village,Entire home/apt,200,2,0,
730480,Brooklyn,Sunset Park,Private room,66,3,329,
731293,Manhattan,Upper East Side,Entire home/apt,200,3,260,
731300,Brooklyn,Williamsburg,Private room,95,2,93,
731316,Manhattan,Chelsea,Entire home/apt,140,1,0,
732624,Manhattan,Harlem,Private room,65,1,287,
732700,Manhattan,Midtown,Entire home/apt,106,7,0,
734749,Manhattan,Upper West Side,Entire home/apt,155,181,188,
735677,Manhattan,East Village,Entire home/apt,249,2,28,
735890,Manhattan,East Village,Entire home/apt,120,7,0,
736187,Brooklyn,Greenpoint,Private room,52,5,1,
737075,Manhattan,East Village,Private room,75,26,98,
737126,Brooklyn,Williamsburg,Shared room,195,2,364,
738588,Staten Island,Arrochar,Entire home/apt,625,4,335,
739239,Manhattan,Upper West Side,Entire home/apt,171,30,346,
739242,Manhattan,Upper West Side,Entire home/apt,185,30,346,
739815,Queens,Long Island City,Private room,55,7,46,
740823,Brooklyn,Bushwick,Private room,50,2,2,
740947,Manhattan,Kips Bay,Entire home/apt,120,30,365,
741154,Manhattan,Tribeca,Entire home/apt,210,14,0,
741346,Manhattan,East Village,Entire home/apt,133,2,50,
741354,Brooklyn,Brighton Beach,Entire home/apt,73,30,251,
741783,Manhattan,West Village,Entire home/apt,350,1,0,
741797,Manhattan,Tribeca,Entire home/apt,259,2,17,
741806,Manhattan,Inwood,Private room,97,7,87,
742026,Manhattan,Nolita,Entire home/apt,199,7,142,
742779,Manhattan,Morningside Heights,Entire home/apt,125,2,358,
742795,Brooklyn,Fort Greene,Entire home/apt,100,1,45,
744078,Brooklyn,Canarsie,Private room,39,5,34,
744220,Manhattan,Nolita,Entire home/apt,125,28,267,
744228,Manhattan,Harlem,Entire home/apt,150,1,0,
745037,Manhattan,Midtown,Entire home/apt,170,7,203,
746088,Manhattan,Little Italy,Entire home/apt,199,3,212,
746996,Brooklyn,Park Slope,Private room,125,3,300,
747029,Manhattan,Chelsea,Private room,155,5,90,
747159,Manhattan,Gramercy,Private room,120,4,267,
747344,Brooklyn,Williamsburg,Entire home/apt,220,3,115,
747419,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,0,
747538,Brooklyn,Crown Heights,Private room,61,2,320,
747605,Manhattan,East Village,Entire home/apt,179,4,277,
748656,Queens,Flushing,Shared room,108,5,0,
749108,Brooklyn,Clinton Hill,Entire home/apt,575,3,0,
749455,Manhattan,Upper West Side,Private room,99,1,73,
749896,Brooklyn,Williamsburg,Entire home/apt,175,3,0,
749965,Brooklyn,Flatbush,Entire home/apt,110,1,0,
751851,Brooklyn,Park Slope,Entire home/apt,250,10,0,
752202,Brooklyn,Bedford-Stuyvesant,Private room,100,1,0,
752289,Manhattan,Greenwich Village,Entire home/apt,200,4,259,
752366,Queens,Astoria,Entire home/apt,89,3,0,
752616,Manhattan,Chinatown,Entire home/apt,400,3,175,
752783,Brooklyn,Windsor Terrace,Entire home/apt,149,21,0,
753399,Manhattan,SoHo,Entire home/apt,500,10,33,
753622,Manhattan,East Village,Private room,95,5,316,
753687,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,275,
753983,Manhattan,Upper West Side,Private room,80,4,15,
753991,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,5,234,
754353,Queens,Long Island City,Private room,39,30,360,
755528,Bronx,Allerton,Entire home/apt,49,2,238,
755684,Manhattan,Greenwich Village,Entire home/apt,187,14,0,
755703,Brooklyn,Bushwick,Private room,55,3,0,
756655,Brooklyn,Prospect Heights,Entire home/apt,250,3,0,
756892,Manhattan,Midtown,Entire home/apt,125,4,0,
756928,Brooklyn,Clinton Hill,Entire home/apt,100,2,159,
757007,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,7,0,
757187,Brooklyn,Clinton Hill,Private room,50,4,347,
758782,Manhattan,Midtown,Entire home/apt,133,6,5,
760303,Manhattan,Upper East Side,Entire home/apt,155,5,235,
761606,Queens,Astoria,Entire home/apt,140,5,260,
761835,Queens,Astoria,Private room,80,2,364,
762015,Brooklyn,Bushwick,Private room,103,2,69,
762145,Manhattan,Upper West Side,Entire home/apt,600,3,353,
763527,Brooklyn,Flatbush,Private room,70,3,188,
763600,Brooklyn,Williamsburg,Private room,75,3,0,
763809,Brooklyn,Flatbush,Private room,55,3,264,
763965,Manhattan,East Harlem,Entire home/apt,50,4,25,
764052,Queens,Ditmars Steinway,Entire home/apt,390,3,89,
764753,Brooklyn,Crown Heights,Entire home/apt,82,8,238,
765203,Brooklyn,Williamsburg,Shared room,52,3,88,
765315,Brooklyn,Williamsburg,Private room,115,2,258,
765563,Queens,Bayside,Entire home/apt,299,2,322,
765569,Brooklyn,Downtown Brooklyn,Entire home/apt,175,13,116,
766542,Brooklyn,Williamsburg,Entire home/apt,100,90,250,
766964,Queens,Astoria,Private room,55,80,119,
767562,Brooklyn,Bushwick,Private room,45,2,167,
767761,Brooklyn,Williamsburg,Entire home/apt,165,1,19,
767967,Manhattan,Chelsea,Entire home/apt,105,7,0,
767983,Brooklyn,Williamsburg,Entire home/apt,200,3,0,
769175,Manhattan,Washington Heights,Private room,65,30,249,
769279,Manhattan,East Village,Private room,100,7,0,
769448,Brooklyn,Williamsburg,Entire home/apt,312,2,246,
770514,Manhattan,Flatiron District,Entire home/apt,195,1,0,
770893,Manhattan,Upper West Side,Entire home/apt,100,29,301,
770960,Brooklyn,Prospect Heights,Entire home/apt,155,3,0,
772362,Manhattan,Hell's Kitchen,Entire home/apt,165,3,146,
772679,Manhattan,East Harlem,Entire home/apt,120,3,365,
773041,Bronx,Allerton,Private room,38,1,241,
773844,Brooklyn,Fort Greene,Private room,90,10,0,
773993,Manhattan,Upper East Side,Private room,85,2,196,
774791,Queens,Flushing,Private room,55,2,282,
774899,Manhattan,West Village,Shared room,350,2,0,
775238,Manhattan,East Village,Private room,59,4,12,
775280,Manhattan,Harlem,Entire home/apt,280,4,48,
775326,Queens,Long Island City,Private room,69,1,132,
776257,Brooklyn,Williamsburg,Entire home/apt,230,5,325,
777297,Brooklyn,Williamsburg,Entire home/apt,200,2,52,
777327,Brooklyn,Flatbush,Entire home/apt,150,5,311,
778381,Brooklyn,Bedford-Stuyvesant,Private room,75,1,365,
778495,Manhattan,Upper West Side,Private room,120,3,0,
779561,Manhattan,West Village,Entire home/apt,140,30,182,
779838,Manhattan,Upper West Side,Entire home/apt,200,2,337,
780205,Manhattan,Civic Center,Entire home/apt,225,3,189,
780858,Brooklyn,Fort Greene,Entire home/apt,145,7,36,
781486,Bronx,Port Morris,Private room,60,3,1,
782063,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,5,0,
782554,Manhattan,West Village,Entire home/apt,189,2,63,
783202,Manhattan,West Village,Entire home/apt,190,2,0,
783341,Manhattan,Lower East Side,Private room,69,7,235,
783964,Queens,Long Island City,Private room,70,1,303,
784088,Brooklyn,Williamsburg,Entire home/apt,155,2,0,
784124,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,2,329,
784169,Manhattan,West Village,Private room,160,1,295,
784170,Brooklyn,Williamsburg,Private room,100,20,214,
785166,Manhattan,Lower East Side,Entire home/apt,220,25,350,
785508,Manhattan,Washington Heights,Private room,85,2,339,
785978,Manhattan,East Village,Entire home/apt,135,5,0,
786053,Brooklyn,Prospect-Lefferts Gardens,Private room,45,1,359,
786685,Manhattan,Harlem,Entire home/apt,225,1,265,
786727,Manhattan,Harlem,Entire home/apt,100,7,0,
786843,Brooklyn,Williamsburg,Entire home/apt,145,3,45,
786955,Manhattan,West Village,Entire home/apt,210,1,305,
788005,Brooklyn,Prospect Heights,Entire home/apt,195,4,95,
788035,Manhattan,Nolita,Private room,95,7,0,
788106,Manhattan,West Village,Entire home/apt,140,2,159,
789476,Manhattan,Harlem,Private room,95,2,0,
789559,Manhattan,Upper West Side,Entire home/apt,295,10,0,
790767,Manhattan,East Village,Entire home/apt,250,9,126,
791452,Bronx,Fieldston,Entire home/apt,60,1,311,
792142,Manhattan,Upper East Side,Entire home/apt,150,2,0,
792835,Manhattan,Lower East Side,Entire home/apt,159,2,141,
793951,Manhattan,Harlem,Private room,78,1,0,
794156,Manhattan,Upper West Side,Entire home/apt,210,30,36,
794245,Brooklyn,Bedford-Stuyvesant,Private room,60,14,0,
794281,Manhattan,Greenwich Village,Entire home/apt,220,6,0,
794425,Brooklyn,Windsor Terrace,Entire home/apt,199,265,90,
794427,Brooklyn,Windsor Terrace,Entire home/apt,225,300,0,
794472,Manhattan,Upper West Side,Entire home/apt,350,6,0,
794496,Manhattan,Inwood,Private room,65,2,0,
794535,Manhattan,Chelsea,Entire home/apt,225,7,250,
794567,Brooklyn,Prospect-Lefferts Gardens,Private room,82,3,247,
795198,Manhattan,East Village,Private room,75,26,129,
795680,Manhattan,Upper East Side,Entire home/apt,105,14,84,
796232,Brooklyn,Bushwick,Entire home/apt,115,4,0,
796370,Manhattan,Upper East Side,Entire home/apt,150,25,207,
796490,Brooklyn,South Slope,Private room,65,5,0,
796523,Brooklyn,Crown Heights,Entire home/apt,150,4,15,
797696,Brooklyn,Williamsburg,Private room,101,2,0,
797972,Manhattan,Gramercy,Entire home/apt,130,3,19,
798128,Manhattan,Upper East Side,Entire home/apt,175,3,0,
798429,Manhattan,Harlem,Entire home/apt,115,3,237,
799319,Brooklyn,Fort Greene,Entire home/apt,128,5,301,
799484,Manhattan,Kips Bay,Entire home/apt,116,30,311,
799829,Manhattan,Washington Heights,Entire home/apt,192,2,0,
799900,Brooklyn,Prospect Heights,Entire home/apt,150,17,0,
799924,Brooklyn,Williamsburg,Entire home/apt,163,1,0,
799945,Brooklyn,Fort Greene,Private room,40,8,284,
800051,Brooklyn,Williamsburg,Entire home/apt,200,10,174,
801281,Manhattan,Lower East Side,Entire home/apt,158,5,0,
801626,Brooklyn,Park Slope,Private room,115,2,89,
802498,Manhattan,Harlem,Private room,85,1,178,
802677,Manhattan,Upper West Side,Entire home/apt,173,4,0,
803237,Brooklyn,Crown Heights,Entire home/apt,250,4,250,
803778,Manhattan,NoHo,Entire home/apt,465,30,277,
804194,Brooklyn,Williamsburg,Entire home/apt,275,7,0,
804246,Manhattan,Chinatown,Private room,195,3,134,
804388,Brooklyn,Clinton Hill,Entire home/apt,63,5,0,
804815,Manhattan,Washington Heights,Private room,36,1,211,
804911,Brooklyn,Carroll Gardens,Entire home/apt,130,5,0,
805028,Brooklyn,Boerum Hill,Entire home/apt,200,4,0,
805218,Brooklyn,Greenpoint,Private room,85,2,278,
806038,Queens,Elmhurst,Private room,45,3,213,
806040,Queens,Elmhurst,Private room,45,3,208,
807535,Brooklyn,Williamsburg,Private room,79,5,198,
807882,Brooklyn,Williamsburg,Entire home/apt,149,4,0,
808313,Manhattan,East Village,Entire home/apt,200,7,0,
808476,Manhattan,Harlem,Private room,85,1,365,
808618,Queens,Kew Gardens,Private room,60,3,351,
808705,Manhattan,Hell's Kitchen,Entire home/apt,139,45,0,
808774,Brooklyn,Williamsburg,Entire home/apt,160,30,59,
808851,Manhattan,East Harlem,Private room,95,4,192,
810346,Brooklyn,Williamsburg,Private room,80,10,0,
810681,Brooklyn,Clinton Hill,Entire home/apt,250,5,0,
811198,Manhattan,Chelsea,Entire home/apt,349,3,0,
811238,Manhattan,Harlem,Entire home/apt,165,7,234,
811299,Brooklyn,Boerum Hill,Entire home/apt,119,5,0,
811347,Manhattan,West Village,Entire home/apt,240,7,0,
811450,Brooklyn,Bedford-Stuyvesant,Private room,79,4,359,
812057,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,3,300,
812467,Brooklyn,Kensington,Private room,49,1,100,
812671,Brooklyn,Park Slope,Entire home/apt,190,3,48,
812938,Manhattan,Chelsea,Entire home/apt,99,2,30,
813225,Brooklyn,Fort Greene,Private room,68,8,280,
813554,Brooklyn,Park Slope,Entire home/apt,185,30,358,
813793,Manhattan,Lower East Side,Entire home/apt,225,4,67,
814327,Manhattan,Upper East Side,Private room,81,10,311,
814616,Manhattan,East Village,Entire home/apt,199,5,0,
814911,Brooklyn,Bushwick,Private room,55,2,0,
815045,Manhattan,West Village,Entire home/apt,340,7,302,
815465,Manhattan,Harlem,Entire home/apt,135,3,184,
816637,Queens,Sunnyside,Entire home/apt,85,2,0,
816673,Brooklyn,Bushwick,Entire home/apt,65,7,0,
816888,Manhattan,Washington Heights,Entire home/apt,100,30,219,
817113,Brooklyn,Crown Heights,Private room,109,1,284,
818084,Manhattan,Greenwich Village,Entire home/apt,290,2,339,
818325,Manhattan,Kips Bay,Entire home/apt,148,5,188,
818337,Queens,Flushing,Private room,57,2,308,
818451,Manhattan,Upper East Side,Entire home/apt,150,6,0,
818481,Manhattan,Harlem,Private room,60,2,117,
818518,Manhattan,Harlem,Private room,60,2,114,
819206,Manhattan,East Harlem,Shared room,45,2,313,
819228,Manhattan,Harlem,Private room,60,2,211,
819419,Brooklyn,Clinton Hill,Entire home/apt,125,3,158,
819893,Manhattan,Harlem,Private room,60,2,133,
819956,Brooklyn,Bedford-Stuyvesant,Private room,75,2,365,
820218,Manhattan,East Village,Entire home/apt,121,2,156,
820710,Brooklyn,Clinton Hill,Private room,89,2,318,
820801,Brooklyn,Greenpoint,Entire home/apt,300,30,0,
820946,Brooklyn,Greenpoint,Private room,110,1,0,
820953,Brooklyn,Greenpoint,Entire home/apt,99,7,81,
821135,Brooklyn,Downtown Brooklyn,Entire home/apt,170,7,0,
822016,Brooklyn,Crown Heights,Private room,90,2,30,
823520,Manhattan,Chelsea,Private room,179,2,157,
823618,Manhattan,Harlem,Private room,80,4,119,
823631,Manhattan,Harlem,Private room,65,5,186,
823880,Manhattan,Lower East Side,Private room,69,1,84,
824163,Brooklyn,Bushwick,Private room,42,1,60,
824421,Brooklyn,Williamsburg,Private room,70,1,0,
825193,Brooklyn,Park Slope,Entire home/apt,155,5,189,
825486,Manhattan,Upper East Side,Entire home/apt,135,1,19,
825545,Manhattan,Greenwich Village,Private room,120,21,34,
825550,Brooklyn,Gowanus,Entire home/apt,135,8,0,
826307,Staten Island,Tompkinsville,Private room,47,1,323,
826388,Manhattan,Harlem,Private room,69,4,280,
826603,Brooklyn,Crown Heights,Private room,100,2,2,
826685,Brooklyn,Bedford-Stuyvesant,Private room,51,3,32,
826764,Manhattan,Chelsea,Private room,65,180,263,
827719,Brooklyn,Clinton Hill,Private room,60,3,120,
828130,Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,188,
828553,Manhattan,Gramercy,Entire home/apt,130,3,23,
828685,Brooklyn,Bedford-Stuyvesant,Private room,70,1,325,
828796,Brooklyn,Clinton Hill,Entire home/apt,200,2,266,
829083,Brooklyn,Prospect Heights,Entire home/apt,150,3,0,
829935,Manhattan,Washington Heights,Entire home/apt,130,5,9,
830840,Brooklyn,Midwood,Private room,68,7,87,
830949,Manhattan,East Village,Private room,79,1,298,
831911,Manhattan,Upper West Side,Entire home/apt,149,10,0,
832596,Manhattan,Upper East Side,Entire home/apt,250,4,0,
832772,Manhattan,Upper West Side,Entire home/apt,175,7,0,
833519,Manhattan,Washington Heights,Private room,40,15,353,
834088,Brooklyn,Greenpoint,Private room,55,11,11,
834190,Manhattan,Lower East Side,Private room,99,2,179,
836578,Manhattan,Chelsea,Entire home/apt,240,7,330,
836720,Queens,College Point,Entire home/apt,400,2,361,
837282,Manhattan,Tribeca,Entire home/apt,235,3,177,
837430,Manhattan,East Village,Entire home/apt,130,5,0,
837503,Brooklyn,Bedford-Stuyvesant,Entire home/apt,96,5,77,
837958,Queens,Long Island City,Private room,63,2,249,
838070,Brooklyn,Sunset Park,Entire home/apt,150,10,176,
838586,Brooklyn,Williamsburg,Entire home/apt,200,2,0,
838974,Brooklyn,Prospect Heights,Entire home/apt,90,7,0,
839058,Manhattan,Midtown,Entire home/apt,269,5,0,
840103,Brooklyn,Prospect Heights,Private room,80,2,0,
840594,Manhattan,West Village,Entire home/apt,400,7,365,
840667,Manhattan,Greenwich Village,Entire home/apt,349,3,356,
840731,Manhattan,East Village,Entire home/apt,495,2,334,
840794,Brooklyn,Prospect Heights,Entire home/apt,85,14,22,
841075,Brooklyn,Bushwick,Entire home/apt,85,15,0,
841211,Manhattan,Chelsea,Private room,999,10,365,
841292,Manhattan,Chelsea,Private room,109,3,18,
841484,Manhattan,Lower East Side,Entire home/apt,175,3,1,
842167,Manhattan,Chinatown,Entire home/apt,150,4,18,
842176,Brooklyn,Williamsburg,Private room,80,4,245,
842494,Manhattan,Upper West Side,Entire home/apt,150,7,0,
842973,Manhattan,Hell's Kitchen,Entire home/apt,175,1,0,
843003,Queens,Astoria,Entire home/apt,107,30,268,
843036,Manhattan,Washington Heights,Entire home/apt,80,60,226,
843491,Queens,Flushing,Private room,80,3,342,
843499,Manhattan,Harlem,Private room,75,1,0,
843524,Brooklyn,Bushwick,Entire home/apt,800,1,365,
844319,Brooklyn,Flatbush,Entire home/apt,130,1,237,
845417,Manhattan,Lower East Side,Entire home/apt,260,6,0,
845517,Brooklyn,Clinton Hill,Private room,36,1,83,
846190,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,2,35,
846275,Manhattan,Lower East Side,Entire home/apt,145,2,268,
846457,Brooklyn,Williamsburg,Entire home/apt,120,3,0,
846470,Brooklyn,Williamsburg,Private room,75,18,112,
846549,Brooklyn,Bedford-Stuyvesant,Private room,60,2,0,
846799,Brooklyn,Bushwick,Private room,69,30,7,
846829,Manhattan,Lower East Side,Private room,95,1,0,
846854,Manhattan,Upper West Side,Entire home/apt,300,30,284,
846871,Manhattan,Upper West Side,Private room,131,2,1,
847591,Brooklyn,Bushwick,Entire home/apt,120,5,0,
848087,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5,94,
848170,Brooklyn,Kensington,Entire home/apt,100,4,0,
848220,Manhattan,Upper East Side,Entire home/apt,160,1,221,
848707,Queens,Flushing,Private room,60,2,314,
848718,Brooklyn,Prospect-Lefferts Gardens,Private room,75,3,311,
848722,Queens,Flushing,Private room,45,2,292,
848853,Manhattan,Harlem,Private room,65,2,361,
849409,Brooklyn,Prospect Heights,Entire home/apt,120,5,0,
849567,Manhattan,Inwood,Entire home/apt,80,4,0,
849603,Brooklyn,Crown Heights,Entire home/apt,100,7,56,
849703,Brooklyn,Carroll Gardens,Entire home/apt,250,2,0,
850097,Manhattan,West Village,Entire home/apt,235,2,40,
850148,Brooklyn,Williamsburg,Private room,85,2,365,
850198,Manhattan,Upper East Side,Entire home/apt,195,31,273,
850338,Brooklyn,Williamsburg,Entire home/apt,145,3,151,
850517,Brooklyn,Bushwick,Entire home/apt,289,3,354,
850712,Manhattan,Greenwich Village,Entire home/apt,120,30,231,
850943,Brooklyn,Williamsburg,Entire home/apt,149,5,14,
851130,Manhattan,Washington Heights,Shared room,100,1,364,
851772,Manhattan,Upper East Side,Entire home/apt,166,1,188,
851784,Manhattan,Washington Heights,Entire home/apt,99,3,331,
852118,Brooklyn,Crown Heights,Entire home/apt,150,2,230,
852632,Brooklyn,Gowanus,Shared room,44,2,325,
852949,Manhattan,Greenwich Village,Entire home/apt,195,2,90,
854033,Manhattan,Civic Center,Private room,100,4,7,
854253,Brooklyn,Flatbush,Entire home/apt,60,5,189,
854521,Manhattan,Harlem,Private room,62,2,310,
855206,Manhattan,East Village,Private room,99,5,0,
855462,Manhattan,Lower East Side,Private room,90,15,35,
855549,Manhattan,Upper West Side,Private room,88,1,98,
855919,Manhattan,Harlem,Entire home/apt,125,1,135,
856304,Brooklyn,Flatbush,Private room,74,1,283,
856440,Manhattan,Hell's Kitchen,Entire home/apt,176,7,0,
856918,Brooklyn,Park Slope,Private room,62,2,158,
857696,Manhattan,East Harlem,Private room,51,1,0,
857810,Brooklyn,Williamsburg,Entire home/apt,249,3,365,
858223,Manhattan,Chelsea,Entire home/apt,200,2,157,
858695,Bronx,Mount Eden,Private room,30,2,208,
859023,Brooklyn,Gowanus,Entire home/apt,240,2,280,
